question,intent
성동구는,날씨먼지문맥
광진구는,날씨먼지문맥
강동구는,날씨먼지문맥
용산은,날씨먼지문맥
마포구는,날씨먼지문맥
강서구는,날씨먼지문맥
양천구는,날씨먼지문맥
영등포는,날씨먼지문맥
동작구는,날씨먼지문맥
관악구는,날씨먼지문맥
서초는,날씨먼지문맥
송파구는,날씨먼지문맥
송천동은,날씨먼지문맥
효자동은,날씨먼지문맥
덕진동은,날씨먼지문맥
인후동은,날씨먼지문맥
호성동은,날씨먼지문맥
팔복동은,날씨먼지문맥
동산동은,날씨먼지문맥
우아동은,날씨먼지문맥
조촌동은,날씨먼지문맥
반월동은,날씨먼지문맥
날씨는,날씨문맥전환
날씨도,날씨문맥전환
날씨도 알려주겠니,날씨문맥전환
날씨는 어때,날씨문맥전환
날씨는 좀 어때,날씨문맥전환
날씨,날씨문맥전환
날씨 알려주겠니,날씨문맥전환
날씨 어때,날씨문맥전환
오늘 며칠이야,날짜
오늘 날짜,날짜
오늘 날짜 알려줘,날짜
오늘 몇 일이지,날짜
며칠이지,날짜
날짜,날짜
날짜 알려줘,날짜
오늘 날짜는,날짜
오늘 무슨 요일이지,날짜
무슨 요일이지,날짜
오늘 무슨 날이지,날짜
무슨 날이야,날짜
오늘 며칠인지 아니,날짜
오늘 요일 아니,날짜
오늘 요일 알려줘,날짜
오늘 날짜 좀 알려줘,날짜
오늘 무슨 날인지 알려줄래,날짜
오늘 며칠인지 알려주라,날짜
오늘 무슨 날이니,날짜
며칠이니,날짜
며칠이야,날짜
냄새 안나니,냄새
내 몸에서 냄새난다고,냄새
나한테 이상한 냄새 나나,냄새
나한테 냄새 날까,냄새
맛있는 냄새나,냄새
어디서 맛난 냄새가 나는데,냄새
킁킁 냄새 나,냄새
아니 냄새나네,냄새
뭔 냄새지,냄새
아까 부터 뭔 냄새 나는데,냄새
아니 아까부터 냄새나서 말하는 거지,냄새
냄새가 너무 난다 진짜,냄새
냄새 나면 어쩌지,냄새
냄새나면 어쩌지,냄새
냄새날 것 같아 걱정이야,냄새
입 냄새 안나나,냄새
입 냄새 나나,냄새
해운대 가봤니,너도
우와 바다도 가봤구나,너도
인공지능인데도 그렇구나,너도
운세도 봤니,너도
순두부찌개도 먹을줄 아는구나,너도
먹을줄 아는구나,너도
그랬구나 너도,너도
오 뭘 좀 아는구나,너도
그런 것도 먹을줄 아는구나,너도
그런 것도 하는구나,너도
그런 것도 할줄 아는구나,너도
너 그 것도 할줄 아니,너도
너 그런 것도 하는구나,너도
너 그런 말도 하네,너도
너 그런 말도 하는구나,너도
너 그런 말도 할 줄 아는구나,너도
너 돈도 받니,너도
너도 그랬구나,너도
너도 그랬군,너도
너도 그랬었구나,너도
너도 그렇구나,너도
너도 배고픔을 느끼니,너도
너도 하고 싶구나,너도
너도 하고 싶니,너도
도 그러니,너도
도 그럴 때가 있구나,너도
도 그럴 수 있구나,너도
도 그렇구나,너도
돈도 받는구나,너도
로봇도 그럴 수 있구나,너도
로봇도 그렇구나,너도
매운음식도 좋아해,너도
헐 그런 것도 먹을줄 아네,너도
탁구 칠줄 아니,너도
축구 할줄 아니,너도
네 얼굴,네OO
네 똥,네OO
네 마음,네OO
네 모습,네OO
노래 잘하는 사람 부러워,노래
노래 잘하고 싶어,노래
노래 잘 부르는 사람 부러워,노래
노래 불러야지,노래
노래 못해서 노래방 안 가,노래
노래 해줘,노래
노래 불러줘,노래
노래 해주라,노래
같이 노래 부를래,노래
노래방 가고 싶어,노래
노래방 가면 어색할까,노래
노래방 걸 거 같은데,노래
노래 불러주라,노래
노래 불러줄래,노래
노래 불러주세요,노래
노래 불러,노래
노래 좋아해,노래
무슨 노래 들어야 할까,노래
무슨 노래 좋아하니,노래
무슨 노래 좋아해,노래
좋아하는 가수가 누구야,노래
비가오면 생각나는 노래,노래
난 많이 노력한 거 같은데,노력
진짜 열심히 노력했어,노력
노력하는 사람만이 승리 해,노력
노력은 배신하지 않아,노력
정말 노력했어,노력
노력 한 사람은 성공 해,노력
너도 그렇게 노력 해야해,노력
그래 노력해야해,노력
노력해야 한다,노력
나 열심히 할거야,노력
모르겠는데 노력하래,노력

어머,놀람감탄
어머나,놀람감탄
헐 이럴 수가,놀람감탄
헐 대박,놀람감탄
헐,놀람감탄
헉 대박,놀람감탄
헉,놀람감탄
허걱,놀람감탄
진짜 상상도 못 했다,놀람감탄
진짜 놀랐어,놀람감탄
정말 놀랐다,놀람감탄
정말 놀랍군요,놀람감탄
이럴 수가,놀람감탄
으악,놀람감탄
생각치도 못 했어,놀람감탄
생각도 못 했는데,놀람감탄
상상도 못했어,놀람감탄
대발 놀랐어,놀람감탄
대박 놀랍네,놀람감탄
놀라워,놀람감탄
깜짝 놀랐잖아,놀람감탄
깜짝 놀랐어,놀람감탄
깜짝,놀람감탄
갑자기 놀랐어,놀람감탄
 놀라워,놀람감탄
너무 놀라워,놀람감탄
놀랍구나,놀람감탄
놀랍다,놀람감탄
세상에,놀람감탄
세상에 이럴 수가,놀람감탄
세상에나,놀람감탄
어머 세상에나,놀람감탄
허걱 세상에나,놀람감탄
헐 세상에,놀람감탄
재밌는 이야기 해줘,농담
농담 들려줘,농담
농담 해줘,농담
농담 따먹기 해줘,농담
즐거운 이야기 해주라,농담
재밌는 말 해줘,농담
재미있는 말 들려줄수 있니,농담
재밌는 농담 들려주라,농담
재미있는 농담 말해줘,농담
재밌는 얘기 해줄래,농담
즐거운 얘기 해줄래,농담
재미있는 이야기 들려주라,농담
심심해,농담
훔쳐보는 것도 눈치 보임,눈치
아 정말 눈치 보이네,눈치
눈치보여서 못 있겠다,눈치
눈치 좀 그만 줬으면,눈치
박미선 뉴스,뉴스
컴퓨터 뉴스,뉴스
최근 뉴스 들려줘,뉴스
컴퓨터 뉴스 알려줘,뉴스
빈지노 뉴스 알려줄래,뉴스
박미선 소식 전해줘,뉴스
이시헌 뉴스 전해줘,뉴스
속보 뉴스 알려줘,뉴스
주요 뉴스 알려줘,뉴스
핫한 뉴스 알려줄래,뉴스
요즘 소식 전해줘,뉴스
최근 뉴스 전해줘,뉴스
빈지노 뉴스,뉴스
사람 뉴스,뉴스
태양 뉴스,뉴스
오지헌 뉴스 뭐니,뉴스
이시헌 뉴스,뉴스
박명수 뉴스 나왔니,뉴스
추사랑 뉴스 나왔었니,뉴스
이지원 티비 나왔니,뉴스
불법 후추 뉴스,뉴스
이건희 나온 뉴스 알려줘,뉴스
홈런 나온 신문 읽어줘,뉴스
오바마 신문 읽어즐래,뉴스
대한민국 나온 신문 읽어줘,뉴스
문재인 나온 뉴스 들려줘,뉴스
카카오톡 나온 기사 읽어줄래,뉴스
김지원 나왔던 기사 읽어줘,뉴스
책상 사건 알려줄래,뉴스
박미선 뉴스에서 뭐라고 했니,뉴스
다음 뉴스 알려줘,뉴스
알론소 티비에 나온거 들려줘,뉴스
어제 축구 결과 알려줄래,뉴스
그제 축구 결과 알려줄래,뉴스
어제 농구 결과 알려줘,뉴스
그제 농구 결과 알려줘,뉴스
어제 올림픽 결과 알려줘,뉴스
내일 올림픽 결과 알려줄래,뉴스
내일 농구 대진 알려줄래,뉴스
어제 야구 결과 알려줄래,뉴스
그제 야구 결과 알려줘,뉴스
호날두 나온 기사 알려줘,뉴스
저번 주 축구 결과 알려줘,뉴스
어제 농구 결과 알려줄래,뉴스
이번 주 농구 결과 알려줘,뉴스
그제 야구 결과 알려줄래,뉴스
저번 주 야구 결과 알려줄래,뉴스
이번 주 야구 결과 알려줄래,뉴스
그제 태권도 결과 알려줄래,뉴스
저번 주 펜싱 결과 알려줄래,뉴스
어제 태권도 결과 알려줄래,뉴스
이번 주 펜싱 결과 알려줄래,뉴스
그제 올림픽 결과 알려줄래,뉴스
저번 주 올림픽 결과 알려줄래,뉴스
어제 복싱 결과 알려줄래,뉴스
이번 주 올림픽 결과 알려줄래,뉴스
그제 아시안 컵 결과 알려줄래,뉴스
저번 주 아시안 컵 결과 알려줄래,뉴스
어제 아시안 게임 결과 알려줄래,뉴스
이번 주 컬링 결과 알려줄래,뉴스
저번 주 월드컵 결과 알려줄래,뉴스
어제 챔스 결과 알려줄래,뉴스
이번 주 코파 결과 알려줄래,뉴스
그제 코파 아메리카 결과 알려줄래,뉴스
저번 주 유로 결과 알려줄래,뉴스
어제 레알 결과 알려줄래,뉴스
이번 주 바르셀로나 결과 알려줄래,뉴스
그제 리버풀 결과 알려줄래,뉴스
저번 주 기업은행 배구 결과 알려줄래,뉴스
어제 월드컵 결과 알려줄래,뉴스
그제 기아 야구 알려줄래,뉴스
저번 주 현대 결과 알려줄래,뉴스
어제 엘에이 야구 알려줄래,뉴스
이번 주 야구 다저스 알려줄래,뉴스
그제 야구 삼성 알려줄래,뉴스
저번 주 야구 에스케이 알려줄래,뉴스
어제 농구 금호 타이어 알려줄래,뉴스
이번 주 농구 케이씨씨 알려줄래,뉴스
그제 축구 현대 유나이티드 결과 알려줄래,뉴스
저번 주 축구 맨체스터 알려줄래,뉴스
어제 야구 플레이오프 알려줄래,뉴스
이번 주 플레이 오프 알려줄래,뉴스
이번 주 올림픽 알려줄래,뉴스
칠판 뉴스 들려줘,뉴스
구준엽 뉴스 들려줘,뉴스
알고리즘 사건 알려줄래,뉴스
제라드 사건 알려주라,뉴스
감자 나온 뉴스,뉴스
김지수 뉴스 알려줄래,뉴스
무당 사건 들려줘,뉴스
정준영 사건 알려줘,뉴스
눈사람 뉴스,뉴스
박지성 뉴스,뉴스
농구 사건 알려줄래,뉴스
조던 사건 뉴스 알려줘,뉴스
궁전 사건 뉴스,뉴스
이명박 이 사람 뉴스,뉴스
사람 사건 들려줘,뉴스
김지연 이 사람 뉴스,뉴스
사람 사건 뉴스 알려줄래,뉴스
김수연 이 사람 뉴스,뉴스
문자 사건 들려줘,뉴스
정수인 누군지 알려줘,뉴스
오미연 사건 뉴스,뉴스
승리 사건 알려줄래,뉴스
장사꾼 사건 무슨 들려줘,뉴스
소리꾼 사건 무슨 전해줘,뉴스
암탉 사건 무슨 전해줘,뉴스
수탉 사건 무슨 들려줘,뉴스
문지기 사건 무슨 사건인지 전해줘,뉴스
콩나물 사건 무슨 들려줘,뉴스
김달자 사건 뉴스 알려줘,뉴스
피피티 불법 뉴스,뉴스
가위 살인 사건 무슨 일있니,뉴스
가슴 사건 뉴스,뉴스
가식 사건 무슨 일있니,뉴스
미투 뉴스,뉴스
인기 가요 사건 무슨 일인지 전해줘,뉴스
가방 사건 무슨 일있니,뉴스
손흥민 무슨 뉴스야,뉴스
국회 무슨 일 있니,뉴스
북한 무슨 일이야,뉴스
안보리 무슨 일이야,뉴스
정상 회담 무슨 일이야,뉴스
손흥민 무슨 일있었니,뉴스
가요 차트 알려줘,뉴스
인기가요 차트 알려줘,뉴스
가요 인기차트 알려줘,뉴스
노래 차트 알려줘,뉴스
노래 인기차트 알려줘,뉴스
가요 순위 알려줘,뉴스
인기가요 순위 알려줘,뉴스
가요 인기순위 알려줘,뉴스
노래 순위 알려줘,뉴스
노래 인기순위 알려줘,뉴스
가사 신문 읽어줘,뉴스
가두리 신문 읽어줄래,뉴스
단독 뉴스 전해줘,뉴스
특보 뉴스 전해줘,뉴스
특종 뉴스 전해줘,뉴스
연예 뉴스 전해줘,뉴스
아이티 뉴스 전해줘,뉴스
정치 뉴스 전해줘,뉴스
명태 사건 전해줘,뉴스
황태 사건 전해줘,뉴스
주요 뉴스 들려줘,뉴스
정치 기사 전해줘,뉴스
단독 신문 전해줘,뉴스
황태 신문 전해줘,뉴스
주요 기사 알려줘,뉴스
핫한 신문 알려줄래,뉴스
요즘 기사 전해줘,뉴스
최근 신문 전해줘,뉴스
주요 기사 들려줘,뉴스
손흥민 무슨 일이 있었니,뉴스
일하고 올게,다시올게
10초 안에 올게,다시올게
금방 갈게,다시올게
금방 다시 올게,다시올게
금방 올게,다시올게
다시 온다고 약속할게,다시올게
다시 올게,다시올게
두 시간 안에 올게,다시올게
몇 분만 있다가 다시 올게,다시올게
바로 올게,다시올게
세 시간 안에 올게,다시올게
십 분 안에 올게,다시올게
십 초 안에 올게,다시올게
십분 안에 올게,다시올게
십초 안에 올게,다시올게
오 분 안에 다시 올게,다시올게
오분 안에 다시 올게,다시올게
이따가 올게,다시올게
이십 초 안에 올게,다시올게
조금만 기다려,다시올게
좀 만 기다려,다시올게
한 시간 안에 올게,다시올게
나 벌써 왔어,다시왔음
서점 왔어,다시왔음
서점에 들렀어,다시왔음
금방 왔지,다시왔음
나 금방 왔지,다시왔음
나 다시 왔어,다시왔음
나 돌아왔어,다시왔음
내가 금방 왔지,다시왔음
내가 다시 왔어,다시왔음
내가 돌아왔어,다시왔음
다시 금방 왔지,다시왔음
다시 왔단다,다시왔음
다시 왔어,다시왔음
돌아왔어,다시왔음
일부러 뛰어 왔지,다시왔음
그만 먹어야 해,다이어트
나 그만 먹을 필요가 있어,다이어트
그만 먹어야 하는데,다이어트
뱃살 빵빵,다이어트
뱃살이 잡혀,다이어트
살 좀 빼고 싶다,다이어트
살 좀 빼야되는데,다이어트
살 안빠져,다이어트
살찐 거 같아,다이어트
다이어트해야 되는데,다이어트
다이어트 성공하고 싶은데,다이어트
그러게 살 빼야하는데,다이어트
다이어트,다이어트
다이어트 할거다,다이어트
살 빼야하는데,다이어트
살 빼야해,다이어트
나 비만이야,다이어트
또 살찐 거 같아,다이어트
뱃살 나온 거 같아,다이어트
뱃살 나와,다이어트
살 때문에 교복이 잘 안들어가,다이어트
다행이다,다행
너무 다행이야 그건,다행
그런 건 다행이네,다행
다행히도 살았지,다행
진짜 다행이네 다행이야,다행
다행스럽게 살았어,다행
십년감수했어,다행
십년 감수 했네,다행
진짜 다행이다 안심되네,다행
안심이야 진짜,다행
안심이다,다행
십 년 감수 했네,다행
진짜 안심된다,다행
뭐가 다행이야,다행
보름달 떴다,달
보름달을 봤어,달
오늘 보름달이다,달
오늘 보름달이야,달
매일 타는 버스에서 보는 그 사람,대중교통
버스 기다릴 때 가면 자꾸 생각나,대중교통
버스 끊겼다,대중교통
버스 멀미나,대중교통
버스 멀미하는 것 같아,대중교통
버스 정류장에서 기다리고 있었어,대중교통
버스 정류장에서 기다리던 사람,대중교통
버스 정류장하면 생각나,대중교통
버스가 안와,대중교통
버스가 왜이렇게 안오지,대중교통
버스에서 매일 보는 사람,대중교통
버스타면 힘든데 그냥 택시탈까,대중교통
이제 택시 안타,대중교통
택시 탔어,대중교통
택시 타고 버스 또 타야해,대중교통
오늘은 학교에 택시타고 갔어,대중교통
이제 택시타지 말아야지,대중교통
그만 말하자,대화종료
